Client Id,age,job,own.house,dependents,marital,gender,work.exp,education,default,balance,housing,loan,credit.score,contact,credit.history,day,month,duration,campaign,pdays,previous,poutcome,Y
15960,37,services,0,2,,M,8,secondary,no,2152,yes,no,84,cellular,very good,18,nov,200,1,-1,0,unknown,0
15961,,admin.,0,1,married,M,14,secondary,no,4463,no,no,64,cellular,verygood,18,nov,90,1,-1,0,unknown,0
15962,34,technician,0,2,single,M,17,secondary,no,2729,yes,no,,cellular,good,18,nov,835,1,-1,0,unknown,1
15963,42,blue-collar,1,4,married,M,12,secondary,no,1958,yes,no,90,cellular,very good,18,nov,129,1,172,3,failure,0
15964,30,technician,0,1,single,F,18,tertiary,no,3,yes,no,93,cellular,good,18,nov,54,1,195,1,failure,0
15965,36,unknown,1,4,married,F,13,tertiary,no,8277,yes,no,78,cellular,very good,18,nov,613,1,-1,0,unknown,0
15966,37,management,1,0,married,F,3,tertiary,no,3770,yes,no,96,cellular,good,18,nov,106,1,110,4,failure,0
15967,47,management,1,3,married,M,19,secondary,no,458,no,no,,cellular,poor,18,nov,66,1,-1,0,unknown,0
15968,33,admin.,0,4,divorced,M,4,secondary,no,661,yes,no,87,cellular,critical,18,nov,411,1,173,2,other,0
15969,41,unknown,0,1,single,M,15,tertiary,no,0,no,no,87,cellular,critical,18,nov,256,1,-1,0,unknown,0
15970,40,management,1,0,,M,12,tertiary,no,1217,yes,yes,79,cellular,very good,18,nov,155,1,-1,0,unknown,0
15971,35,technician,1,3,single,M,9,unknown,no,7530,no,no,85,cellular,critical,18,nov,117,1,-1,0,unknown,0
15972,43,management,1,2,married,M,16,tertiary,no,1684,yes,no,,cellular,very good,18,nov,435,4,-1,0,unknown,0
15973,36,technician,1,3,married,M,17,secondary,no,1345,yes,no,53,cellular,critical,18,nov,82,1,172,3,failure,0
15974,54,retired,1,1,divorced,F,13,tertiary,no,349,yes,no,88,cellular,very good,18,nov,257,1,-1,0,unknown,0
15975,43,unknown,1,1,married,F,14,secondary,no,1375,yes,no,92,cellular,very good,18,nov,95,1,-1,0,unknown,0
15976,50,management,1,4,,M,10,tertiary,no,0,no,no,50,cellular,very good,18,nov,154,1,-1,0,unknown,0
15977,58,management,1,0,married,M,12,tertiary,no,0,yes,no,88,cellular,critical,18,nov,265,1,188,1,failure,0
15978,,blue-collar,1,1,married,F,12,secondary,no,1100,yes,no,47,cellular,critical,18,nov,397,1,173,2,failure,0
15979,49,admin.,0,3,,F,6,secondary,no,1323,yes,no,88,cellular,critical,18,nov,84,1,-1,0,unknown,0
15980,41,entrepreneur,0,2,married,F,9,secondary,no,8491,yes,no,84,cellular,verygood,18,nov,929,1,-1,0,unknown,1
15981,34,management,1,0,single,M,14,tertiary,no,1494,yes,no,87,cellular,good,18,nov,596,1,182,1,other,1
15982,48,unknown,1,0,,M,16,secondary,no,2877,yes,no,87,cellular,very good,18,nov,77,1,168,1,failure,0
15983,53,unknown,0,4,single,F,15,primary,no,481,no,no,,cellular,critical,18,nov,399,1,-1,0,unknown,0
15984,31,admin.,1,4,single,M,15,secondary,no,482,yes,no,86,cellular,critical,18,nov,183,1,-1,0,unknown,0
15985,,management,0,3,married,F,15,tertiary,no,1050,yes,no,84,cellular,very good,18,nov,924,1,-1,0,unknown,1
15986,37,blue-collar,0,3,married,F,19,secondary,no,1205,yes,no,88,cellular,good,18,nov,99,1,-1,0,unknown,0
15987,35,blue-collar,1,1,married,M,3,primary,no,2732,yes,no,78,unknown,very good,18,nov,254,1,-1,0,unknown,0
15988,36,management,1,3,married,M,16,tertiary,no,51,yes,no,59,cellular,good,18,nov,464,1,-1,0,unknown,0
15989,37,self-employed,1,2,divorced,M,11,tertiary,yes,353,yes,yes,88,cellular,good,18,nov,134,1,-1,0,unknown,0
15990,,admin.,1,0,,M,13,tertiary,no,371,no,no,93,cellular,critical,18,nov,170,1,-1,0,unknown,0
15991,31,technician,0,0,,F,1,tertiary,no,26,no,yes,90,cellular,Poor,18,nov,419,1,127,6,other,1
15992,44,management,0,0,married,F,10,tertiary,no,318,no,no,95,cellular,good,18,nov,638,2,-1,0,unknown,0
15993,34,admin.,1,4,single,F,12,secondary,no,10,no,yes,90,cellular,critical,18,nov,162,1,173,3,failure,0
15994,56,management,1,0,married,M,14,primary,no,-346,no,yes,95,cellular,critical,18,nov,84,1,-1,0,unknown,0
15995,36,admin.,0,1,single,M,17,secondary,no,1927,yes,no,93,cellular,good,18,nov,288,1,137,1,other,0
15996,51,entrepreneur,1,3,married,F,9,primary,no,512,no,no,85,cellular,very good,18,nov,328,1,-1,0,unknown,0
15997,51,technician,1,2,divorced,M,15,secondary,no,131,yes,no,45,cellular,critical,18,nov,193,1,-1,0,unknown,0
15998,44,management,0,4,married,F,16,primary,no,1880,yes,no,81,cellular,good,18,nov,34,1,124,6,failure,0
15999,45,technician,0,4,divorced,M,14,secondary,no,5862,yes,no,,cellular,good,18,nov,352,1,110,3,other,0
16000,,entrepreneur,0,4,divorced,M,10,unknown,no,1342,yes,yes,90,cellular,poor,18,nov,89,1,-1,0,unknown,0
16001,36,blue-collar,1,2,married,F,16,secondary,no,342,yes,no,90,cellular,poor,18,nov,305,1,-1,0,unknown,0
16002,35,admin.,1,0,married,F,9,secondary,yes,0,yes,yes,91,cellular,critical,18,nov,17,1,-1,0,unknown,0
16003,36,management,1,3,married,M,14,tertiary,no,0,yes,no,84,cellular,critical,18,nov,103,1,175,2,failure,0
16004,36,management,1,3,married,M,18,tertiary,no,1100,yes,no,65,cellular,verygood,18,nov,93,1,-1,0,unknown,0
16005,47,admin.,1,4,married,M,16,secondary,no,829,yes,yes,59,unknown,very good,18,nov,48,1,188,1,failure,0
16006,52,self-employed,0,1,divorced,F,17,tertiary,no,10653,yes,no,99,cellular,good,18,nov,336,1,-1,0,unknown,0
16007,34,technician,1,3,married,M,16,tertiary,no,178,yes,no,93,cellular,critical,18,nov,85,1,-1,0,unknown,0
16008,42,management,0,3,single,M,10,tertiary,yes,130,yes,yes,,cellular,critical,18,nov,112,1,-1,0,unknown,0
16009,52,unknown,1,3,married,M,16,unknown,no,54,yes,yes,76,telephone,critical,18,nov,103,1,-1,0,unknown,0
16010,32,entrepreneur,0,1,divorced,M,10,secondary,no,-934,yes,no,94,cellular,critical,18,nov,50,1,-1,0,unknown,0
16011,58,self-employed,1,3,married,F,11,tertiary,no,2596,no,no,90,telephone,critical,18,nov,15,2,-1,0,unknown,0
16012,48,technician,1,0,married,F,14,tertiary,no,0,no,yes,,cellular,poor,18,nov,106,1,-1,0,unknown,0
16013,50,services,1,1,married,F,12,primary,no,2603,no,no,85,unknown,good,18,nov,114,1,-1,0,unknown,0
16014,55,retired,0,2,,F,9,primary,no,1174,yes,no,66,cellular,very good,18,nov,245,1,-1,0,unknown,0
16015,57,retired,1,2,single,M,14,tertiary,no,0,no,no,88,unknown,critical,18,nov,300,1,-1,0,unknown,0
16016,46,management,0,1,married,F,11,unknown,no,0,no,no,90,cellular,very good,18,nov,1855,1,-1,0,unknown,1
16017,43,management,0,2,married,F,10,secondary,no,2115,yes,no,,cellular,very good,18,nov,102,1,-1,0,unknown,0
16018,40,blue-collar,1,3,divorced,F,12,secondary,no,701,no,no,92,unknown,good,18,nov,159,1,-1,0,unknown,0
16019,50,entrepreneur,1,3,divorced,M,15,tertiary,no,541,no,no,84,cellular,critical,18,nov,204,1,-1,0,unknown,0
16020,51,technician,0,1,married,M,13,tertiary,no,7338,no,no,90,cellular,critical,18,nov,82,1,-1,0,unknown,0
16021,37,unemployed,1,3,single,M,10,tertiary,no,1316,yes,no,87,cellular,good,18,nov,389,1,172,2,failure,0
16022,50,technician,0,4,married,F,8,secondary,no,-353,yes,yes,65,cellular,good,18,nov,162,1,175,2,failure,0
16023,31,admin.,1,1,divorced,M,3,secondary,no,93,yes,no,,cellular,very good,18,nov,417,1,-1,0,unknown,0
16024,31,unemployed,1,4,married,M,9,secondary,no,20,no,no,90,telephone,good,18,nov,52,1,-1,0,unknown,0
16025,49,management,0,3,married,F,13,tertiary,no,0,yes,no,43,cellular,very good,18,nov,102,1,-1,0,unknown,0
16026,51,self-employed,1,2,divorced,M,17,secondary,no,7848,no,no,,cellular,very good,18,nov,59,1,-1,0,unknown,0
16027,56,admin.,1,2,divorced,M,13,secondary,no,0,no,no,,cellular,good,18,nov,100,1,154,2,failure,0
16028,51,technician,0,4,married,M,3,secondary,no,532,yes,yes,85,cellular,very good,18,nov,346,1,-1,0,unknown,0
16029,34,technician,1,1,single,F,12,secondary,no,18777,yes,no,93,cellular,good,18,nov,535,1,-1,0,unknown,0
16030,54,management,1,3,divorced,M,14,tertiary,no,2171,yes,yes,85,telephone,very good,18,nov,1034,1,-1,0,unknown,1
16031,36,management,0,3,married,M,18,tertiary,no,871,no,no,88,cellular,critical,18,nov,170,1,-1,0,unknown,0
16032,55,management,1,2,married,M,12,tertiary,no,5010,no,no,90,unknown,critical,18,nov,530,1,-1,0,unknown,0
16033,53,entrepreneur,1,4,married,M,6,unknown,no,19850,no,no,,cellular,good,18,nov,52,1,165,1,failure,0
16034,46,management,0,3,married,M,3,secondary,no,430,yes,no,90,cellular,Poor,18,nov,91,1,-1,0,unknown,0
16035,45,blue-collar,1,0,married,F,13,primary,no,147,yes,no,46,cellular,critical,18,nov,226,1,168,2,failure,0
16036,50,services,1,4,married,F,15,primary,no,1260,no,no,43,cellular,critical,18,nov,172,1,-1,0,unknown,0
16037,57,blue-collar,0,2,married,M,8,secondary,no,649,yes,no,,cellular,very good,18,nov,122,1,-1,0,unknown,0
16038,53,management,1,2,married,F,19,tertiary,no,800,no,no,84,cellular,verygood,18,nov,90,1,-1,0,unknown,0
16039,38,unknown,1,0,married,F,16,tertiary,no,595,yes,no,97,cellular,very good,18,nov,70,1,-1,0,unknown,0
16040,47,entrepreneur,1,2,married,M,13,tertiary,no,0,no,no,95,unknown,good,18,nov,103,2,-1,0,unknown,0
16041,56,management,0,4,married,M,17,tertiary,no,15520,no,no,66,unknown,good,18,nov,420,1,-1,0,unknown,0
16042,33,services,0,4,single,F,18,tertiary,no,0,yes,no,65,cellular,very good,18,nov,199,1,-1,0,unknown,0
16043,33,blue-collar,0,1,,F,12,secondary,no,157,yes,no,84,cellular,critical,18,nov,110,1,182,1,failure,0
16044,39,housemaid,0,4,married,F,17,unknown,no,694,yes,yes,94,cellular,poor,18,nov,91,1,168,2,other,0
16045,38,services,0,3,married,M,0,secondary,no,706,no,no,89,cellular,very good,18,nov,206,2,-1,0,unknown,0
16046,39,blue-collar,0,1,divorced,F,13,primary,no,3970,yes,no,83,cellular,verygood,18,nov,56,1,-1,0,unknown,0
16047,39,blue-collar,0,1,single,M,14,primary,no,267,no,no,86,unknown,poor,18,nov,322,1,-1,0,unknown,0
16048,,services,1,0,divorced,M,10,secondary,no,1529,yes,no,,telephone,good,18,nov,41,1,-1,0,unknown,0
16049,33,technician,0,2,single,F,13,tertiary,no,179,yes,no,,cellular,critical,18,nov,432,2,181,4,other,0
16050,33,services,1,2,married,F,13,secondary,no,1330,yes,no,87,cellular,very good,18,nov,245,1,-1,0,unknown,0
16051,40,services,1,4,single,M,16,secondary,no,326,yes,no,84,cellular,critical,18,nov,124,1,175,1,failure,0
16052,51,retired,1,0,single,M,11,tertiary,no,730,yes,no,82,unknown,good,18,nov,287,2,-1,0,unknown,0
16053,31,management,0,3,married,F,14,tertiary,no,271,no,no,,cellular,very good,18,nov,89,1,-1,0,unknown,0
16054,36,technician,1,1,married,F,16,secondary,no,24,yes,no,86,cellular,good,18,nov,59,1,-1,0,unknown,0
16055,39,technician,1,0,,F,14,secondary,no,484,no,yes,84,cellular,poor,18,nov,61,1,113,3,other,0
16056,47,admin.,0,1,married,F,13,secondary,no,12845,yes,no,94,unknown,good,18,nov,117,1,-1,0,unknown,0
16057,38,blue-collar,1,1,married,M,13,secondary,no,-288,yes,yes,88,cellular,verygood,18,nov,68,1,165,2,failure,0
16058,55,management,0,0,,F,12,tertiary,no,16786,no,no,88,cellular,good,18,nov,90,1,-1,0,unknown,0
16059,32,management,1,4,single,M,5,tertiary,no,135,yes,yes,93,cellular,very good,18,nov,67,1,-1,0,unknown,0
16060,59,retired,0,0,married,M,14,tertiary,no,538,no,no,88,cellular,very good,18,nov,48,2,-1,0,unknown,0
16061,51,blue-collar,1,4,married,M,14,secondary,no,0,no,no,84,cellular,very good,18,nov,73,1,-1,0,unknown,0
16062,32,services,1,4,single,F,3,secondary,no,936,yes,no,,cellular,good,18,nov,61,1,-1,0,unknown,0
16063,41,technician,0,4,married,M,15,secondary,no,2123,no,no,84,cellular,critical,18,nov,232,1,102,2,failure,0
16064,50,blue-collar,0,3,divorced,M,15,primary,no,155,yes,yes,91,cellular,very good,18,nov,58,1,-1,0,unknown,0
16065,49,self-employed,1,4,,F,14,tertiary,no,8142,no,no,76,telephone,good,18,nov,500,1,-1,0,unknown,0
16066,44,management,0,0,divorced,F,6,tertiary,no,3340,no,no,87,unknown,poor,18,nov,251,1,-1,0,unknown,0
16067,50,technician,1,4,married,F,13,secondary,no,232,no,no,92,cellular,poor,18,nov,90,1,-1,0,unknown,0
16068,36,management,1,4,divorced,M,14,secondary,no,1655,yes,no,83,cellular,verygood,18,nov,155,2,-1,0,unknown,0
16069,30,management,0,3,single,F,16,tertiary,no,2995,yes,no,53,cellular,poor,18,nov,329,1,-1,0,unknown,0
16070,38,management,0,3,married,F,15,tertiary,no,193,no,no,83,cellular,very good,18,nov,191,1,-1,0,unknown,0
16071,35,management,0,3,divorced,F,10,tertiary,no,2287,no,no,,cellular,poor,18,nov,130,3,-1,0,unknown,0
16072,31,entrepreneur,1,1,divorced,F,13,tertiary,no,0,yes,no,,cellular,very good,18,nov,164,1,-1,0,unknown,0
16073,44,blue-collar,0,1,married,M,14,secondary,no,2455,yes,no,90,telephone,poor,18,nov,18,1,-1,0,unknown,0
16074,46,unknown,0,0,married,F,16,primary,no,771,yes,no,,cellular,critical,18,nov,708,1,-1,0,unknown,0
16075,45,unknown,0,0,single,F,12,tertiary,no,16,no,no,,cellular,good,18,nov,100,1,110,2,failure,0
16076,55,technician,0,4,single,F,16,unknown,no,2043,yes,no,81,cellular,critical,18,nov,655,1,-1,0,unknown,0
16077,47,unemployed,1,2,married,F,11,secondary,yes,0,no,no,88,cellular,very good,18,nov,81,2,-1,0,unknown,0
16078,35,blue-collar,1,3,married,F,4,primary,no,2878,yes,no,96,cellular,very good,18,nov,140,2,-1,0,unknown,0
16079,46,unemployed,0,4,married,F,16,secondary,no,16397,no,no,65,cellular,good,18,nov,641,1,-1,0,unknown,0
16080,34,blue-collar,1,1,married,M,13,secondary,no,233,yes,no,84,cellular,good,18,nov,98,1,-1,0,unknown,0
16081,30,unemployed,1,2,married,M,17,unknown,no,0,yes,no,69,cellular,good,18,nov,756,1,-1,0,unknown,0
16082,32,entrepreneur,0,2,married,M,13,tertiary,no,11591,yes,no,82,cellular,critical,18,nov,43,1,-1,0,unknown,0
16083,34,management,0,1,divorced,M,17,tertiary,no,5754,yes,no,,cellular,good,18,nov,32,1,181,1,failure,0
16084,55,management,1,3,divorced,M,12,tertiary,no,0,no,no,85,cellular,critical,18,nov,120,2,-1,0,unknown,0
16085,53,management,0,4,,F,14,tertiary,no,8563,yes,no,93,cellular,good,18,nov,69,1,-1,0,unknown,0
16086,52,unknown,0,2,,M,14,secondary,no,2717,no,no,92,telephone,good,18,nov,114,1,162,2,failure,0
16087,43,entrepreneur,1,0,,F,4,primary,no,103,yes,no,87,cellular,very good,18,nov,53,1,183,5,failure,0
16088,37,management,1,2,married,M,12,primary,no,5427,no,no,86,cellular,good,18,nov,201,1,159,1,failure,0
16089,39,management,1,1,married,F,9,unknown,no,1007,yes,no,87,cellular,good,18,nov,281,1,-1,0,unknown,0
16090,38,technician,0,2,,F,13,tertiary,no,3234,no,no,88,cellular,critical,18,nov,578,2,-1,0,unknown,1
16091,32,services,0,3,single,M,17,secondary,no,48,yes,yes,88,cellular,critical,18,nov,132,1,-1,0,unknown,0
16092,35,management,1,2,married,F,14,secondary,no,53,yes,no,93,cellular,good,18,nov,378,1,-1,0,unknown,0
16093,,blue-collar,1,4,married,M,11,secondary,no,5345,yes,no,82,cellular,critical,18,nov,260,1,-1,0,unknown,0
16094,43,unknown,1,2,married,M,15,secondary,no,17655,yes,no,88,cellular,good,18,nov,31,1,-1,0,unknown,0
16095,48,blue-collar,0,3,married,M,11,primary,no,1092,no,yes,97,cellular,good,18,nov,79,1,172,8,failure,0
16096,58,unknown,1,1,single,F,1,secondary,no,8600,yes,no,93,cellular,poor,18,nov,61,1,-1,0,unknown,0
16097,50,blue-collar,1,2,married,M,14,primary,no,5776,no,no,90,unknown,very good,18,nov,49,3,-1,0,unknown,0
16098,45,self-employed,1,4,married,F,16,tertiary,no,-312,no,no,73,telephone,good,18,nov,46,4,-1,0,unknown,0
16099,36,services,1,4,married,F,18,primary,no,413,yes,no,54,telephone,critical,18,nov,84,1,-1,0,unknown,0
16100,43,blue-collar,1,1,divorced,F,14,primary,no,515,yes,no,,cellular,verygood,18,nov,182,1,-1,0,unknown,0
16101,36,self-employed,0,0,divorced,F,14,tertiary,no,149,no,no,86,unknown,critical,18,nov,257,2,-1,0,unknown,0
16102,35,management,0,2,,M,11,tertiary,no,4943,yes,no,76,cellular,critical,18,nov,295,1,124,2,failure,0
16103,42,management,1,1,married,F,15,tertiary,no,2110,no,yes,,cellular,good,18,nov,67,1,110,2,failure,0
16104,34,unknown,0,4,married,M,10,tertiary,no,544,yes,yes,93,cellular,very good,18,nov,58,2,-1,0,unknown,0
16105,,entrepreneur,0,0,married,M,16,primary,no,0,yes,yes,66,cellular,poor,18,nov,311,1,-1,0,unknown,0
16106,52,housemaid,1,2,married,F,12,secondary,no,1182,yes,no,83,cellular,Poor,18,nov,103,1,-1,0,unknown,0
16107,35,technician,0,1,married,M,3,secondary,no,1854,yes,no,79,cellular,very good,18,nov,401,2,-1,0,unknown,0
16108,34,technician,0,1,single,M,14,secondary,no,1259,yes,no,,cellular,very good,18,nov,121,1,-1,0,unknown,0
16109,36,technician,0,1,,F,10,secondary,no,6384,yes,yes,84,cellular,very good,18,nov,97,1,-1,0,unknown,0
16110,50,management,0,4,married,F,17,tertiary,no,-151,yes,no,87,cellular,critical,18,nov,63,2,-1,0,unknown,0
16111,32,entrepreneur,1,3,,M,11,secondary,no,1996,yes,no,78,cellular,critical,18,nov,271,1,-1,0,unknown,0
16112,42,housemaid,0,0,divorced,M,11,tertiary,no,364,no,no,90,cellular,critical,18,nov,52,1,-1,0,unknown,0
16113,34,management,0,2,married,F,10,tertiary,no,63,no,no,93,cellular,good,18,nov,83,1,102,2,failure,0
16114,41,technician,1,4,single,M,3,tertiary,no,159,no,no,76,cellular,very good,18,nov,164,1,-1,0,unknown,0
16115,31,management,1,1,single,M,18,secondary,no,99,yes,yes,87,cellular,very good,18,nov,125,1,-1,0,unknown,0
16116,30,management,0,1,single,M,12,secondary,no,460,yes,no,94,cellular,critical,18,nov,86,1,-1,0,unknown,0
16117,54,management,1,2,married,M,10,unknown,no,214,yes,no,92,cellular,good,18,nov,68,1,-1,0,unknown,0
16118,32,blue-collar,0,3,single,M,13,secondary,no,118,yes,no,,cellular,poor,18,nov,216,1,124,1,success,0
16119,50,self-employed,0,2,single,F,15,tertiary,no,21,yes,no,83,cellular,good,18,nov,157,1,188,1,failure,0
16120,32,management,0,0,single,M,15,unknown,no,27,yes,no,87,cellular,very good,18,nov,261,1,-1,0,unknown,0
16121,35,blue-collar,0,0,married,M,12,secondary,no,87,no,no,87,cellular,very good,18,nov,60,2,-1,0,unknown,0
16122,32,admin.,0,3,married,F,12,secondary,no,1785,yes,no,93,cellular,very good,18,nov,51,2,154,6,other,0
16123,55,services,1,1,married,F,15,secondary,no,3546,yes,yes,82,unknown,very good,18,nov,588,1,110,2,failure,0
16124,40,self-employed,0,2,married,F,16,secondary,no,1216,yes,no,94,unknown,very good,18,nov,52,1,-1,0,unknown,0
16125,31,admin.,1,0,married,F,16,unknown,no,113,yes,no,90,cellular,good,18,nov,474,3,-1,0,unknown,0
16126,32,management,0,2,married,M,18,tertiary,no,1667,yes,no,90,cellular,very good,18,nov,164,2,179,3,failure,0
16127,,blue-collar,1,3,married,F,15,secondary,no,2008,yes,no,46,cellular,very good,18,nov,354,1,-1,0,unknown,0
16128,34,blue-collar,1,1,,F,15,primary,no,2320,yes,no,93,cellular,critical,18,nov,63,1,-1,0,unknown,0
16129,32,unknown,0,4,single,M,10,secondary,no,2251,yes,yes,,cellular,critical,18,nov,131,1,124,1,failure,0
16130,31,admin.,1,1,single,M,15,secondary,no,2076,no,yes,83,cellular,critical,18,nov,178,1,127,7,other,0
16131,32,services,0,3,divorced,M,0,secondary,no,453,yes,no,88,cellular,very good,18,nov,331,2,-1,0,unknown,0
16132,46,blue-collar,0,2,single,M,2,primary,no,3046,yes,yes,85,cellular,poor,18,nov,84,1,183,1,other,0
16133,44,technician,0,0,,M,3,secondary,no,533,yes,no,94,cellular,very good,18,nov,127,1,110,2,failure,0
16134,35,management,0,2,single,M,7,tertiary,no,2928,yes,no,83,cellular,good,18,nov,54,1,-1,0,unknown,0
16135,56,technician,1,1,married,M,3,secondary,no,803,no,no,95,cellular,very good,18,nov,432,2,-1,0,unknown,0
16136,48,management,1,2,married,M,11,tertiary,no,-1080,yes,yes,94,cellular,critical,18,nov,76,3,-1,0,unknown,0
16137,36,entrepreneur,0,0,married,M,14,secondary,no,215,yes,yes,,cellular,good,18,nov,309,1,-1,0,unknown,0
16138,58,admin.,1,1,married,F,15,secondary,no,5680,no,yes,73,cellular,good,18,nov,237,2,-1,0,unknown,0
16139,36,blue-collar,1,2,married,F,11,secondary,no,2894,yes,no,90,cellular,verygood,18,nov,91,1,124,1,failure,0
16140,34,unknown,0,0,married,M,13,tertiary,no,11,yes,no,92,cellular,good,18,nov,123,1,124,1,failure,0
16141,35,entrepreneur,1,3,married,F,4,secondary,no,1309,yes,no,94,cellular,very good,18,nov,73,3,-1,0,unknown,0
16142,,self-employed,0,2,,F,14,secondary,no,44,yes,no,78,cellular,very good,18,nov,199,1,-1,0,unknown,0
16143,,management,1,0,married,M,17,tertiary,no,3107,yes,yes,94,cellular,good,18,nov,165,2,116,1,failure,0
16144,48,unknown,0,2,married,M,12,secondary,no,3008,yes,yes,81,cellular,critical,18,nov,163,1,187,3,failure,0
16145,48,management,1,4,married,M,14,tertiary,no,1600,no,no,85,cellular,very good,18,nov,448,1,-1,0,unknown,0
16146,32,management,1,2,married,F,5,unknown,no,1636,yes,no,84,cellular,good,18,nov,124,1,-1,0,unknown,0
16147,54,management,0,1,,F,11,primary,no,210,no,no,89,cellular,good,18,nov,178,1,-1,0,unknown,0
16148,48,management,1,3,single,M,11,tertiary,no,648,yes,no,,cellular,very good,18,nov,290,1,110,2,failure,0
16149,38,management,1,4,married,M,3,tertiary,yes,540,no,no,90,cellular,very good,18,nov,205,1,-1,0,unknown,0
16150,48,unemployed,0,0,married,F,13,primary,no,484,no,no,85,cellular,critical,18,nov,399,1,-1,0,unknown,0
16151,41,self-employed,1,0,married,F,12,unknown,no,6000,yes,no,93,cellular,good,18,nov,265,1,-1,0,unknown,0
16152,39,services,1,4,married,F,14,secondary,no,173,yes,no,57,unknown,critical,18,nov,96,2,182,2,failure,0
16153,36,services,1,2,married,F,13,secondary,no,0,yes,no,84,cellular,very good,18,nov,1093,2,-1,0,unknown,0
16154,45,self-employed,1,2,married,F,15,tertiary,no,35589,no,no,57,telephone,good,18,nov,570,2,-1,0,unknown,0
16155,52,entrepreneur,0,4,married,M,14,tertiary,yes,-2,no,no,87,cellular,good,18,nov,245,1,-1,0,unknown,0
16156,,management,0,3,married,F,13,tertiary,no,10031,yes,no,94,cellular,critical,18,nov,65,2,-1,0,unknown,0
16157,38,self-employed,0,0,married,M,13,tertiary,no,3139,yes,no,88,cellular,very good,18,nov,177,2,-1,0,unknown,0
16158,39,management,1,0,married,F,3,tertiary,no,514,no,no,50,telephone,good,18,nov,155,4,-1,0,unknown,0
16159,,entrepreneur,1,0,married,F,17,unknown,no,0,yes,no,92,cellular,good,18,nov,185,3,-1,0,unknown,0
16160,47,admin.,1,4,,M,6,secondary,no,19,yes,yes,82,cellular,good,18,nov,90,2,123,1,failure,0
16161,,services,0,4,divorced,M,11,secondary,no,107,no,yes,57,cellular,verygood,18,nov,110,2,-1,0,unknown,0
16162,52,blue-collar,0,4,married,F,13,tertiary,no,297,yes,no,,cellular,poor,18,nov,62,2,195,1,failure,0
16163,41,unknown,0,4,married,F,13,tertiary,no,25,no,no,90,cellular,very good,18,nov,431,2,-1,0,unknown,0
16164,41,management,1,2,married,M,10,secondary,no,99,yes,no,85,cellular,very good,18,nov,157,2,-1,0,unknown,0
16165,59,technician,1,4,divorced,M,13,secondary,no,797,yes,no,81,cellular,critical,18,nov,319,2,165,2,failure,0
16166,34,blue-collar,1,2,single,M,13,secondary,no,20,yes,yes,87,cellular,very good,18,nov,262,2,-1,0,unknown,0
16167,45,management,0,1,married,F,15,tertiary,no,0,no,no,79,cellular,very good,18,nov,179,2,-1,0,unknown,0
16168,36,services,0,2,single,M,13,secondary,no,1482,yes,no,92,cellular,good,18,nov,177,2,174,1,other,0
16169,48,management,1,3,single,F,13,tertiary,no,3713,yes,yes,88,cellular,critical,18,nov,157,2,-1,0,unknown,0
16170,40,unknown,1,4,,F,13,tertiary,no,11,yes,no,92,cellular,very good,18,nov,65,2,-1,0,unknown,0
16171,36,self-employed,1,3,divorced,F,5,secondary,no,-38,yes,no,85,cellular,critical,18,nov,244,2,-1,0,unknown,0
16172,47,admin.,1,0,single,M,14,secondary,no,2540,no,no,88,cellular,good,18,nov,110,5,-1,0,unknown,0
16173,45,management,1,2,married,F,15,tertiary,no,-73,no,no,87,cellular,good,18,nov,125,2,-1,0,unknown,0
16174,39,services,1,4,married,M,15,unknown,no,10189,yes,no,83,cellular,very good,18,nov,186,2,123,2,failure,0
16175,57,management,1,2,married,F,1,tertiary,no,1357,yes,yes,49,cellular,good,18,nov,97,2,-1,0,unknown,0
16176,52,entrepreneur,1,4,married,M,14,tertiary,no,507,no,no,88,cellular,good,18,nov,123,2,-1,0,unknown,0
16177,39,entrepreneur,1,3,married,F,15,secondary,no,11887,no,no,92,cellular,very good,18,nov,1181,2,-1,0,unknown,1
16178,55,entrepreneur,1,3,married,M,12,unknown,no,78,no,no,78,cellular,good,18,nov,115,2,-1,0,unknown,0
16179,33,technician,0,2,married,F,11,secondary,no,2746,yes,no,54,cellular,good,18,nov,188,2,-1,0,unknown,0
16180,36,management,0,3,married,F,19,secondary,no,-148,no,no,87,cellular,good,18,nov,144,2,-1,0,unknown,0
16181,54,blue-collar,0,2,,M,2,secondary,no,506,yes,no,81,cellular,poor,18,nov,172,2,104,2,failure,0
16182,46,services,1,4,single,M,12,secondary,no,897,yes,no,84,telephone,very good,18,nov,82,2,-1,0,unknown,0
16183,51,management,0,1,married,M,11,tertiary,no,-516,yes,no,88,unknown,very good,18,nov,120,2,187,2,failure,0
16184,59,unknown,0,4,single,M,14,secondary,no,26172,no,no,86,unknown,critical,18,nov,54,2,-1,0,unknown,0
16185,44,management,0,2,single,M,14,tertiary,no,1356,no,yes,,cellular,good,18,nov,264,2,134,2,other,0
16186,35,management,0,2,married,F,8,tertiary,no,646,yes,no,90,cellular,critical,18,nov,84,2,-1,0,unknown,0
16187,47,blue-collar,0,4,married,F,14,primary,no,1533,no,yes,93,cellular,good,18,nov,273,2,96,4,failure,0
16188,36,blue-collar,1,2,married,F,16,secondary,no,801,yes,yes,86,cellular,very good,18,nov,250,2,-1,0,unknown,0
16189,32,unknown,1,2,single,M,9,secondary,no,416,yes,no,54,cellular,poor,18,nov,268,2,-1,0,unknown,0
